title,link
I've tried everything but I'm losing hope,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-ve-tried-everything-but-i-m-losing-hope/td-p/14712
"My depression (what I'm going through, right now)",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-depression-what-i-m-going-through-right-now/td-p/2278
I don’t see a future for myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-see-a-future-for-myself/td-p/30175
I Don't Know What to do or Think Anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-to-do-or-think-anymore/td-p/30706
suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/23618
"WA is choked, and i'm giving up.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/wa-is-choked-and-i-m-giving-up/td-p/7436
I am new here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-am-new-here/td-p/515070
I have nobody else to talk to.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-nobody-else-to-talk-to/td-p/16216
Hi all,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-all/td-p/5954
"Everything, including myself, is too much. *TW*",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/everything-including-myself-is-too-much-tw/td-p/33955
Coping in the emergency department,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/coping-in-the-emergency-department/td-p/471278
How do i find the will to keep going on?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-find-the-will-to-keep-going-on/td-p/2315
asking for help when i’m suicidal and telling me to just calm down. ***Trigger warning - Sexual Assault***,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/asking-for-help-when-i-m-suicidal-and-telling-me-to-just-calm/td-p/2609
Relapsed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/relapsed/td-p/28878
What does the CATT team do?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-does-the-catt-team-do/td-p/202
"Confused and heartbroken, need advice",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/confused-and-heartbroken-need-advice/td-p/31004
Hello! New and dunno what to do T_T,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hello-new-and-dunno-what-to-do-t-t/td-p/515507
I gave in today. I just can't deal any more.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-gave-in-today-i-just-can-t-deal-any-more/td-p/508441
The impulse just becomes more frequent and more serious,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-impulse-just-becomes-more-frequent-and-more-serious/td-p/520480
Not sure on the best path forward,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-sure-on-the-best-path-forward/td-p/538476
Help with self-harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-with-self-harm/td-p/21331
Lost and broken,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-and-broken/td-p/14665
Fear of suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/fear-of-suicide/td-p/36319
A week,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-week/td-p/29976
I know l need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-know-l-need-help/td-p/7834
"The inner pain that is killing and destroying me, and the life I never deserved",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-inner-pain-that-is-killing-and-destroying-me-and-the-life-i/td-p/2017
Suicidal thoughts and Self harm.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts-and-self-harm/td-p/28621
Dont know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/dont-know-what-to-do/td-p/31532
Gday Everyone *Trigger warning: history of a suicide attempt*,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/gday-everyone-trigger-warning-history-of-a-suicide-attempt/td-p/5434
Seeking connection,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/seeking-connection/td-p/514762
Occurring Suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/occurring-suicidal-thoughts/td-p/519030
Words of encouragement - I need some right now,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/words-of-encouragement-i-need-some-right-now/td-p/25001
Today is not a good day.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/today-is-not-a-good-day/td-p/505598
No other way out,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-other-way-out/td-p/334
Worthless,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/worthless/td-p/26397
Centerlink dsp depression and headed towards Suicided,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/centerlink-dsp-depression-and-headed-towards-suicided/td-p/14334
I Want To Die,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-want-to-die/td-p/2311
On the brink,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/on-the-brink/td-p/531002
Heartbroken,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/heartbroken/td-p/530362
Just not worth it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-not-worth-it/td-p/530104
I don't know where to go from here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-where-to-go-from-here/td-p/529294
Struggling with intrusive thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-with-intrusive-thoughts/td-p/529284
Feeling sad,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-sad/td-p/527520
Running low on resilience.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/running-low-on-resilience/td-p/523454
Lost and desperate,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-and-desperate/td-p/526838
Reaching out,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/reaching-out/td-p/527379
I’m trapped. How can I escape? There’s no hope.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-trapped-how-can-i-escape-there-s-no-hope/td-p/522123
Have no motivation,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/have-no-motivation/td-p/523358
"Hey, second time here 🙄",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hey-second-time-here/td-p/524480
bf cheated with sex workers,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bf-cheated-with-sex-workers/td-p/524433
Just WITHOUT Sense/Hope/Direction,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-without-sense-hope-direction/td-p/521793
A somewhat Positive Achievement,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-somewhat-positive-achievement/td-p/531989
Help me to not care what happens after!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-me-to-not-care-what-happens-after/td-p/524208
New to the community,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-to-the-community/td-p/524535
Emptiness,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/emptiness/td-p/522278
Overwhelmed and feeling lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/overwhelmed-and-feeling-lost/td-p/522289
Help me find whats left,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-me-find-whats-left/td-p/524397
Tired,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired/td-p/523476
I’m running out of fight,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-running-out-of-fight/td-p/517913
Alone with no one,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/alone-with-no-one/td-p/521948
I was getting better but now I'm getting much worse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-was-getting-better-but-now-i-m-getting-much-worse/td-p/517739
I don’t know what’s wrong with me.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-s-wrong-with-me/td-p/522113
Down the rabbit hole....again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/down-the-rabbit-hole-again/td-p/521462
New here where do I start..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-here-where-do-i-start/td-p/522058
How to stop/hide self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-stop-hide-self-harm/td-p/516149
"26 year old and life filled with regrets, want to quit university",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/26-year-old-and-life-filled-with-regrets-want-to-quit-university/td-p/518202
Several hospitalisation questions,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/several-hospitalisation-questions/td-p/517024
How do you keep going,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-you-keep-going/td-p/507323
Feeling lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-lost/td-p/521091
On the Fence,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/on-the-fence/td-p/520562
*Trigger - self harm* I suffer from anxiety and depression and struggle living out in the world myself and since i have started to wory about my gf,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-self-harm-i-suffer-from-anxiety-and-depression-and/td-p/515753
*Trigger warning* Assisted death,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-assisted-death/td-p/519750
*Trigger warning: Self-harm* Feeling Overwhelmed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-self-harm-feeling-overwhelmed/td-p/519406
Realisation,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/realisation/td-p/519348
"hey, just want someone to talk to :)",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hey-just-want-someone-to-talk-to/td-p/519321
Feels like im drowning,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feels-like-im-drowning/td-p/518593
help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help/td-p/518610
Crushed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/crushed/td-p/516338
Too broken to be fixed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/too-broken-to-be-fixed/td-p/518011
What's wrong with me?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-s-wrong-with-me/td-p/513471
Same old feelings,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/same-old-feelings/td-p/513326
im desperate: i want to kill myself but i don't think anyone is treating it as an immediate reality,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-desperate-i-want-to-kill-myself-but-i-don-t-think-anyone-is/td-p/515720
I can’t feel any lower,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-can-t-feel-any-lower/td-p/515707
Unimportant,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/unimportant/td-p/515352
"No one cares, no one to tell",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-one-cares-no-one-to-tell/td-p/515445
New and alone..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-and-alone/td-p/515464
"About to loose another one, and can’t say goodbye. (BRIEFLY MENTIONS SUICIDE)",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/about-to-loose-another-one-and-can-t-say-goodbye-briefly/td-p/527341
Why am I here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-am-i-here/td-p/515058
What do i do??? I broke my clean streak of 3 months. I don’t t know what to do. Pls help!!!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-i-do-i-broke-my-clean-streak-of-3-months-i-don-t-t-know/td-p/514732
It's been a while,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-been-a-while/td-p/513547
feel like dying,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feel-like-dying/td-p/514549
Disappointment,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/disappointment/td-p/529248
It’s getting bad again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-getting-bad-again/td-p/513310
Advice Please,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/advice-please/td-p/507841
How to get over depression and suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-get-over-depression-and-suicidal-thoughts/td-p/513111
Chronic Pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/chronic-pain/td-p/532133
Tired and overwhelmed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-and-overwhelmed/td-p/512129
"Feel like I can’t do this anymore, I am exhausted",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feel-like-i-can-t-do-this-anymore-i-am-exhausted/td-p/510049
Can't take it anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-take-it-anymore/td-p/510974
*Trigger Warning* Triggered my recent sexual assault allegations in parliament,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-triggered-my-recent-sexual-assault-allegations/td-p/508408
Abusive parents,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/abusive-parents/td-p/510270
Concerned and at a loss...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/concerned-and-at-a-loss/td-p/517743
Started a fundraising campaign for a charity to eliminate suicidal thoughts. The campaign isn't going well and I lost my confidence.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/started-a-fundraising-campaign-for-a-charity-to-eliminate/td-p/509961
I don’t want to hurt anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-want-to-hurt-anymore/td-p/509535
Husband wanting me to sleep with other men,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/husband-wanting-me-to-sleep-with-other-men/td-p/507625
"What exactly is ""crisis""?",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-exactly-is-quot-crisis-quot/td-p/537353
Life after attempt(s),https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-after-attempt-s/td-p/512466
So lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-lost/td-p/506265
CW. At the end of my tether,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/cw-at-the-end-of-my-tether/td-p/506335
At what age does it get easier,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/at-what-age-does-it-get-easier/td-p/505416
Over it all all too much,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/over-it-all-all-too-much/td-p/531931
Sad thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sad-thoughts/td-p/538455
Depresion is crushing my acting career...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depresion-is-crushing-my-acting-career/td-p/538059
What do I do? I feel done,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-i-do-i-feel-done/td-p/520117
Is the system set up to let you fail?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-the-system-set-up-to-let-you-fail/td-p/537462
Fear of becoming another Victorian lockdown statistic,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/fear-of-becoming-another-victorian-lockdown-statistic/td-p/537422
My friend is dead,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-friend-is-dead/td-p/528049
Feeling The Sting Of Rejection,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-the-sting-of-rejection/td-p/537456
Parental Shock,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/parental-shock/td-p/537382
I don’t know if I’m alright-,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-if-i-m-alright/td-p/537092
Anxiety at school?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anxiety-at-school/td-p/533049
Stay positive,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/stay-positive/td-p/535802
How do you tell your parents about depression & suicidal thoughts?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-you-tell-your-parents-about-depression-suicidal-thoughts/td-p/533645
Self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm/td-p/533924
How did you rebuild yourself after attempting suicide?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-did-you-rebuild-yourself-after-attempting-suicide/td-p/533757
Feeling nauseous & tired . . . just want to sleep,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-nauseous-tired-just-want-to-sleep/td-p/533077
Lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost/td-p/533716
I don't know if/how my life can be fixed. I used to drink to cope.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-if-how-my-life-can-be-fixed-i-used-to-drink-to-cope/td-p/533449
I want to ask for help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-want-to-ask-for-help/td-p/449670
My apologies for this rant,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-apologies-for-this-rant/td-p/521094
A confession,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-confession/td-p/532452
New Year's in the Psych Ward,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-year-s-in-the-psych-ward/td-p/530613
Lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost/td-p/526563
Bad Deprssion,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bad-deprssion/td-p/526947
Will time save you?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/will-time-save-you/td-p/529992
Stress and demotivation around year 12,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/stress-and-demotivation-around-year-12/td-p/530317
Just came back from psychiatric ward... want to go back there again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-came-back-from-psychiatric-ward-want-to-go-back-there-again/td-p/530204
Reallyconfusedchronicanxiety,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/reallyconfusedchronicanxiety/td-p/528177
Self harm relapse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-relapse/td-p/528011
Partner acting out of character. Paranoid and Manic.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/partner-acting-out-of-character-paranoid-and-manic/td-p/530199
All my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/all-my-life/td-p/527003
"Why are people opposed to suicide, when they know it's not as simple as that?",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-are-people-opposed-to-suicide-when-they-know-it-s-not-as/td-p/522062
Krjac,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/krjac/td-p/526533
Toxic work environment and anxiety moving on.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/toxic-work-environment-and-anxiety-moving-on/td-p/519433
It never completely leaves me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-never-completely-leaves-me/td-p/520916
I've become the thing I hate and tried self harming to cope / change.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-ve-become-the-thing-i-hate-and-tried-self-harming-to-cope/td-p/520870
Old urges returning,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/old-urges-returning/td-p/519470
helpless.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/helpless/td-p/519788
The let down,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-let-down/td-p/519501
"My dealings with the health system, is it tailored more for female support? *Trigger warning - suicidal thoughts*",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-dealings-with-the-health-system-is-it-tailored-more-for/td-p/481385
"How long will this last, I've done everything suggested...",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-long-will-this-last-i-ve-done-everything-suggested/td-p/519200
Hi. New and nervous.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-new-and-nervous/td-p/518402
"Veteran with Complex PTSD,MDD,GAD seriously needing help",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/veteran-with-complex-ptsd-mdd-gad-seriously-needing-help/td-p/480197
Hi... I'm new to seeking help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-i-m-new-to-seeking-help/td-p/513070
"Trigger warning, suicidal",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-suicidal/td-p/512215
Don't know how much longer I can put up with this,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-know-how-much-longer-i-can-put-up-with-this/td-p/506422
Ending a relationship,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/ending-a-relationship/td-p/510778
Help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help/td-p/510897
TPD psychiatric illness,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tpd-psychiatric-illness/td-p/508445
..nye is always hard...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/nye-is-always-hard/td-p/510990
Why do I do it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-do-i-do-it/td-p/507651
When does Mental Health Triumph Career Opportunities,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/when-does-mental-health-triumph-career-opportunities/td-p/506475
"I don't know where to go, which way to turn. I only see one realistic way out.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-where-to-go-which-way-to-turn-i-only-see-one/td-p/511063
i don't know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-to-do/td-p/508218
Newbie.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/newbie/td-p/507545
Struggling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling/td-p/533946
Help me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-me/td-p/506854
Too much pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/too-much-pain/td-p/516629
Dont know what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/dont-know-what-to-do/td-p/533746
Hello,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hello/td-p/506193
Regret,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/regret/td-p/506590
"New here, not sure why",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/new-here-not-sure-why/td-p/505585
Left worse after asking for help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/left-worse-after-asking-for-help/td-p/537367
safety plan for pet,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/safety-plan-for-pet/td-p/531749
The Fine Line,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-fine-line/td-p/530486
"My wife is threatening self harm, and I am part of the reason why",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-wife-is-threatening-self-harm-and-i-am-part-of-the-reason-why/td-p/535779
Not fitting in,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-fitting-in/td-p/533863
Does anyone feel like me,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/does-anyone-feel-like-me/td-p/535832
Anxiety and Depression- new job,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anxiety-and-depression-new-job/td-p/537431
Back to the bad thoughts again.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/back-to-the-bad-thoughts-again/td-p/534182
How to get your doctor to actually LISTEN?!?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-get-your-doctor-to-actually-listen/td-p/530378
The 11th hour,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-11th-hour/td-p/533346
I don't know what to do with my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-what-to-do-with-my-life/td-p/529214
Tw/ help please,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-help-please/td-p/532381
Tried and exhaused,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tried-and-exhaused/td-p/532355
Hi,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi/td-p/517004
Changing medication and suicide thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/changing-medication-and-suicide-thoughts/td-p/531899
Don’t know if this is good or bad,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-know-if-this-is-good-or-bad/td-p/437605
How do you cope when you're on the edge of suicide?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-you-cope-when-you-re-on-the-edge-of-suicide/td-p/531016
Suicidal? how to survive this difficult time,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-how-to-survive-this-difficult-time/td-p/531599
Losing control and worn down,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/losing-control-and-worn-down/td-p/530294
"I just can't handle the lethargy, insomnia and social isolation",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-just-can-t-handle-the-lethargy-insomnia-and-social-isolation/td-p/530020
Not the sort of person who would post here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-the-sort-of-person-who-would-post-here/td-p/530133
What do you do when a friend is so dependent that it's crushing you?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-do-you-do-when-a-friend-is-so-dependent-that-it-s-crushing/td-p/529025
Older people,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/older-people/td-p/529287
I want to say how I'm feeling but know that I cant.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-want-to-say-how-i-m-feeling-but-know-that-i-cant/td-p/528928
my best friend's dad suicided and i dont know what to do...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/my-best-friend-s-dad-suicided-and-i-dont-know-what-to-do/td-p/527617
Relapse,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/relapse/td-p/524565
*Trigger warning* I made a plan,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-i-made-a-plan/td-p/505975
[Trigger Warning] I am feeling lost. Please help...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-i-am-feeling-lost-please-help/td-p/513041
I don't know why I'm here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-why-i-m-here/td-p/526398
How do I go on ??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-do-i-go-on/td-p/526568
Why does Australia cease basically all online help at midnight? Poeple stop having problems at that time?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-does-australia-cease-basically-all-online-help-at-midnight/td-p/526266
